ResourceApproved,RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE
Yes,33248,51124,117961,118300,118631,118834,123413,118424,118836
Yes,75952,2270,117961,118413,120584,120773,118959,118960,120774
Yes,15672,6982,117961,118300,118783,118784,213944,290919,118786
Yes,30853,2296,117961,118413,277693,120952,130134,118453,120954
Yes,15884,21280,117961,118386,120361,120690,127922,290919,120692
Yes,19722,724,117961,118300,119181,117905,117906,290919,117908
Yes,37439,7807,117961,118327,118518,120097,146705,270488,120099
Yes,43952,99669,117961,118446,118701,118702,132595,118704,118705
Yes,101385,6018,117961,118413,122007,118321,117906,290919,118322
Yes,6449,25607,117961,118343,118856,118368,118368,117887,118486
Yes,81310,16970,91261,118026,124942,120952,126309,118453,120954
Yes,45444,52735,117961,118052,120356,122067,127906,118424,122069
Yes,5112,5119,117961,118300,119890,120006,133833,118424,120008
Yes,28294,5238,119596,119597,118053,118207,174445,270488,118209
Yes,42942,5235,120864,121013,121961,118523,246167,118331,118525
No,35973,14638,117961,118052,118992,118321,290919,290919,118322
No,93610,27219,117961,118327,123631,126820,153838,118638,126822
Yes,33245,1030,117961,118343,120722,124194,147669,118363,124196
Yes,23921,61016,119596,119597,118597,120789,194103,118424,120791
Yes,33147,53150,117902,117903,128935,120990,120991,118398,120992
Yes,36152,13219,117951,117952,118221,118568,118568,19721,118570
Yes,20222,38902,118256,118257,117945,117946,119235,292795,117948
Yes,16191,25618,117961,118327,118320,118523,310608,118331,118525
Yes,31835,58461,117926,117927,119569,119323,123932,19793,119325
Yes,101856,2890,120864,120865,118437,118636,279443,118638,118639
Yes,80531,4950,117961,118343,119598,120006,310997,118424,120008
Yes,73815,81506,118315,118463,118522,118685,122058,308574,118687
Yes,43395,15644,118752,118753,117945,118805,118806,118474,118807
Yes,27323,7426,117961,118225,122298,122849,120324,119095,122850
Yes,23971,13798,117961,118446,123858,122645,234301,119221,122647
Yes,42610,4620,117961,118300,119181,118784,121873,290919,118786
Yes,43663,8415,117961,118052,118881,117905,117906,290919,117908
Yes,6449,129913,118658,118659,123606,119077,232825,118372,119079
Yes,42093,4887,117961,118343,118979,120006,310997,118424,120008
Yes,79014,31058,118126,118237,117895,117896,117913,117887,117898
Yes,75901,20169,117961,118343,118660,118451,270976,118453,118454
Yes,81458,15009,117902,117903,118783,117905,118036,290919,117908
Yes,25442,25444,121518,121519,117895,118568,212837,19721,118570
Yes,25186,6227,117961,118343,118437,118784,117906,290919,118786
Yes,37464,23345,117961,118327,120318,122060,130360,290919,122062
Yes,71439,770,117961,118300,119181,121594,302830,4673,121596
Yes,25993,15795,119062,119091,118042,118563,118563,270488,118565
Yes,79363,3120,117961,118300,120312,118792,255249,118424,118794
Yes,4675,42230,117961,118327,118744,118259,125889,290919,118261
Yes,19722,16974,117961,118300,119181,118321,117906,290919,118322
Yes,80701,3838,117961,118225,119924,118321,117906,290919,118322
Yes,37793,20440,117890,117891,117878,117879,117879,19721,117880
Yes,75455,4669,117961,118327,118391,118321,117906,290919,118322
Yes,16116,15542,117961,118300,118395,123067,269406,118398,123068
Yes,74190,743,117961,118300,119181,118784,117906,290919,118786
No,44724,50056,117893,117894,117878,130479,226503,119784,130481
Yes,40237,102232,91261,118026,118027,273308,120093,249618,118232
Yes,35828,14862,117961,118225,124380,118523,163100,118331,118525
Yes,3853,671,117961,117962,118352,118321,240983,290919,118322
Yes,14955,16103,117961,118327,120283,118777,235477,308574,118779
Yes,35791,46170,118290,118291,118889,121527,307233,118398,121529
Yes,45300,111559,117961,118225,119824,118702,129851,118704,118705
Yes,41470,10386,118269,118270,117878,117879,117879,19721,117880
Yes,43452,101834,119134,119135,118042,118207,200069,270488,118209
No,40644,2818,119062,119091,6104,117905,117906,290919,117908
No,19751,16756,119062,130600,139677,118321,290919,290919,118322
Yes,38723,60789,117961,118386,118522,118536,118537,308574,118539
Yes,82375,8461,117961,118327,118929,120575,172007,249618,120577
Yes,14662,5240,118887,118888,127284,118912,309291,118424,118914
Yes,39641,33,117961,118413,119968,118784,117906,290919,118786
Yes,278393,4139,117961,118300,123055,120344,188011,118424,120346
Yes,74883,72209,117961,118225,124948,118054,124424,117887,118055
Yes,79299,5423,117961,118327,118391,123045,123107,120518,123047
Yes,76590,5568,121785,121786,118492,118451,130707,118453,118454
Yes,34346,814,118887,118888,123719,118321,117906,290919,118322
Yes,30916,3692,117961,118413,126229,121594,207709,4673,121596
Yes,33155,311696,117902,118041,118507,120990,120991,118398,120992
Yes,81355,151283,117961,118386,118522,117905,117906,290919,117908
Yes,78340,56193,117961,118300,120410,118321,117906,290919,118322
Yes,75078,41797,117961,118386,118522,120690,127922,290919,120692
Yes,45185,13742,117929,117940,117920,118568,140630,19721,118570
Yes,58928,17091,117961,118225,118403,118054,118054,117887,118055
No,73783,7032,117961,118052,118992,118259,133680,290919,118261
Yes,70451,50598,118000,118001,117884,117885,117913,117887,117888
Yes,77300,5028,117961,118386,118896,119849,244844,118638,119851
Yes,75338,75346,118126,118237,117895,117879,117897,19721,117880
No,1022,13876,117961,118386,118404,118841,240982,118643,118843
Yes,40997,7067,117961,118225,118403,118321,117906,290919,118322
Yes,40630,334,118216,118217,117920,118568,281735,19721,118570
Yes,25694,3281,117961,118225,120323,120591,120592,119095,120593
Yes,42093,7084,117961,118386,121961,118321,117906,290919,118322
Yes,96929,23804,117961,118413,120526,118784,130730,290919,118786
Yes,26431,13419,117961,118300,120059,120313,127733,118424,120315
Yes,25287,2612,117961,118327,123901,117905,117906,290919,117908
Yes,3853,3692,117961,118413,126229,121594,207709,4673,121596
Yes,37124,4023,117961,118446,119064,118321,117906,290919,118322
Yes,20293,103791,117926,118124,119569,179731,288579,117887,117973
Yes,18418,6732,117961,117969,6725,120527,275449,6725,120529
Yes,78518,53176,117961,117969,118970,118890,311441,118398,118892
Yes,37551,5541,117961,118300,118514,117905,117906,290919,117908
Yes,16089,17790,117961,118225,119924,117905,240983,290919,117908
Yes,42323,84891,120342,120343,118631,118321,125684,290919,118322
Yes,39252,11987,118006,118007,118008,117879,117897,19721,117880
Yes,75600,74983,118200,118201,117884,117885,117913,117887,117888
No,16461,5919,117961,118446,16232,121594,302830,4673,121596
Yes,79327,82613,117961,118300,119984,118890,311441,118398,118892
Yes,39222,50806,117961,118446,119961,118259,118260,290919,118261
No,43138,17111,118120,118121,117878,123191,123191,19721,123192
Yes,42093,52902,118595,118596,81476,120344,138524,118424,120346
Yes,19310,20138,5110,117954,117895,117879,118250,19721,117880
Yes,19741,13827,117961,118343,118514,118685,122058,308574,118687
Yes,45337,15886,117961,118052,120356,122067,237245,118424,122069
Yes,33324,7076,117961,118225,120041,122849,120324,119095,122850
Yes,1003,25329,118212,119763,123173,124537,199592,118870,124539
No,16639,4771,117961,118300,119031,118054,120716,117887,118055
Yes,20364,4945,117961,118300,118360,118054,118054,117887,118055
Yes,23728,49961,117961,118225,118403,117905,117906,290919,117908
Yes,45610,19881,118006,118007,117941,117885,273803,117887,117888
Yes,80155,2014,117961,117962,117904,118958,127525,118960,118961
Yes,19756,52108,117961,118343,119993,118321,117906,290919,118322
Yes,4675,8195,117961,118343,120270,123648,123649,120518,123650
Yes,3719,23339,117961,118300,118360,118685,122058,308574,118687
Yes,2235,1475,91261,118026,118450,128093,153719,119184,128095
Yes,39332,4500,117961,118052,118881,118321,117906,290919,118322
Yes,16071,70264,117961,118343,120722,118777,279443,308574,118779
Yes,23974,5320,118290,118291,119598,120344,260942,118424,120346
Yes,45726,49735,117935,117936,117878,117885,117937,117887,117888
Yes,42233,70297,117961,118327,118744,118259,120721,290919,118261
Yes,41758,70692,118315,118316,118202,118259,117906,290919,118261
Yes,19945,4659,117961,118225,120663,117905,240983,290919,117908
Yes,79276,1954,117961,117962,118501,120702,308462,118504,120704
Yes,28586,16687,119134,119135,120054,118702,181001,118704,118705
Yes,25042,117887,117961,117969,123766,162860,162861,155173,162862
Yes,31492,51138,117961,118413,119968,118321,117906,290919,118322
Yes,20287,27484,118185,31010,117941,117885,117913,117887,117888
Yes,74894,56193,117961,118300,120410,117905,117906,290919,117908
Yes,80538,17598,117961,118300,118631,119587,176829,118704,119589
Yes,46020,5537,117961,118413,120370,117905,117906,290919,117908
Yes,7543,25607,117961,118343,118856,118321,117906,290919,118322
Yes,76500,14731,117961,118446,118447,118784,213944,290919,118786
Yes,92997,8715,117961,118052,119986,118321,117906,290919,118322
Yes,80790,8074,117961,118300,119181,117905,240983,290919,117908
Yes,43294,3023,117961,118343,122012,122551,128532,118762,122552
Yes,81012,4698,117961,117962,118352,117905,117906,290919,117908
Yes,17278,49566,118595,118596,119993,117905,117906,290919,117908
Yes,74283,25618,117961,118327,118320,118523,310608,118331,118525
Yes,80156,30533,91261,118026,119507,123045,123107,120518,123047
Yes,79055,13135,117961,118225,120535,118368,118368,117887,118486
Yes,43807,3838,117961,118225,119924,117905,117906,290919,117908
Yes,6977,5262,119596,119597,124656,117905,117906,290919,117908
Yes,34924,4642,117961,118225,120551,118321,133936,290919,118322
Yes,80724,16541,117961,118225,120551,117905,117906,290919,117908
Yes,21415,18181,117961,118343,118514,118321,117906,290919,118322
Yes,3853,16573,117961,117969,6725,159677,159678,159679,159680
Yes,96408,782,117961,118413,277693,117905,117906,290919,117908
Yes,91790,65834,117983,117984,117878,117879,117897,19721,117880
Yes,78282,7445,117961,118343,122299,118054,121350,117887,118055
Yes,79092,15417,117961,119256,120943,126684,130913,292795,126685
Yes,28550,76530,118003,118004,117878,117899,117879,19721,117900
Yes,42972,17322,117961,118052,120398,118728,119244,118295,118730
Yes,75078,71203,117961,118386,118522,118321,117906,290919,118322
Yes,73945,6021,117961,118413,122007,117905,290878,290919,117908
Yes,41649,7583,118990,118991,118992,117905,117906,290919,117908
Yes,37362,100,120140,120141,142145,117905,117906,290919,117908
Yes,4675,15990,117961,118413,125133,119849,128470,118638,119851
Yes,45300,5115,117961,118300,118631,119928,219829,118331,119929
Yes,23497,12394,119134,119135,125821,118422,300136,118424,118425
Yes,28893,6979,117961,117962,119223,127723,305057,118643,127725
Yes,971,52105,118595,118596,81476,118422,170384,118424,118425
Yes,78732,12543,117961,118300,119019,125751,125752,118870,125753
Yes,79092,70130,118595,118596,81476,118826,158101,118424,118828
Yes,81070,8415,117961,118052,118881,117905,117906,290919,117908
Yes,74302,27373,118658,119883,118635,174391,138895,119695,174393
Yes,33354,2373,117961,117962,118501,118685,159122,308574,118687
Yes,73815,92887,118315,118463,118522,129229,143829,119788,129231
Yes,74032,19829,117961,118386,118896,120773,310589,118960,120774
Yes,33149,125466,117902,117903,120171,118863,152641,118398,118865
Yes,41851,72204,117932,117933,118810,119899,310825,19793,119900
Yes,1020,1895,117902,117903,118783,118451,122352,118453,118454
Yes,14939,3053,117961,118225,120663,124886,132017,118643,124888
Yes,974,994,117961,118300,120312,120516,123107,120518,120519
Yes,836,18449,117961,118300,119181,120690,120691,290919,120692
Yes,30583,46614,118573,118574,117945,117946,144259,292795,117948
Yes,6977,3966,117961,118343,122012,117905,117906,290919,117908
Yes,42093,15888,118595,118596,81476,120344,233010,118424,120346
Yes,74390,139593,117961,118225,120323,119782,238219,119784,119785
Yes,43387,2395,117961,118300,123055,120006,129545,118424,120008
Yes,23921,3509,118752,119070,118042,118043,118043,270488,118046
Yes,33118,50040,117961,118327,118391,118321,117906,290919,118322
Yes,42093,22835,117961,117969,19666,118396,236551,118398,118399
Yes,14570,1550,117961,118225,123173,118054,118054,117887,118055
Yes,27124,96560,117961,118327,4674,118747,130134,118453,118749
Yes,79092,4272,117961,118343,120666,123045,123107,120518,123047
Yes,81524,55274,91261,118026,118027,273308,118029,249618,118232
Yes,17249,17218,117961,118300,118395,118890,125128,118398,118892
Yes,74151,7252,117961,117962,118352,117905,117906,290919,117908
Yes,79168,13881,118602,118603,117941,117885,117886,117887,117888
Yes,34924,2610,117961,118327,121979,118321,240983,290919,118322
Yes,79092,57596,118181,118182,117920,118568,124610,19721,118570
Yes,73815,29592,118315,118463,125004,118674,311392,19793,118676
Yes,33642,50581,118114,118115,117941,117879,142967,19721,117880
Yes,75834,3017,117902,117903,118783,117905,118036,290919,117908
Yes,39262,209,117961,118343,6104,118321,117906,290919,118322
Yes,77048,6222,117961,118052,122938,117905,117906,290919,117908
No,34924,3881,117961,118343,118514,118321,117906,290919,118322
Yes,78609,7560,117961,118300,119195,117905,117906,290919,117908
Yes,27988,3707,117961,118446,118684,124305,124306,118762,124307
Yes,44812,6199,117961,118225,120663,118321,117906,290919,118322
Yes,45337,8204,117961,118052,118867,118054,305057,117887,118055
Yes,25862,46224,117961,118327,118378,120952,120953,118453,120954
Yes,20271,59517,117916,118011,117884,117885,117913,117887,117888
Yes,31044,2942,117961,118343,119195,117905,117906,290919,117908
Yes,21741,7072,117961,117962,118352,117905,117906,290919,117908
Yes,80202,8717,117961,118225,118403,120952,130134,118453,120954
Yes,45035,54606,118090,118091,131868,128093,119193,119184,128095
Yes,80195,1334,117961,117962,118910,119949,230830,290919,119951
Yes,19815,14731,117961,118446,118447,119346,302830,4673,119348
Yes,15064,17904,117961,118386,125004,118811,141469,19793,118813
Yes,80507,4641,117961,118343,121747,117905,117906,290919,117908
Yes,34061,26321,117961,118327,118320,118784,240983,290919,118786
Yes,4675,7067,117961,118225,118403,117905,240983,290919,117908
Yes,4675,8430,117961,118225,118403,117905,117906,290919,117908
Yes,19484,13386,118219,118220,118221,117879,117897,19721,117880
No,27416,9384,117910,117911,117941,118568,281735,19721,118570
Yes,34950,7426,117961,118225,119238,122849,120324,119095,122850
Yes,18467,1475,117902,117903,118450,121372,148801,119184,121374
Yes,85565,6021,117961,118413,122007,118321,118448,290919,118322
No,23990,5214,119134,119135,124668,118293,118302,118295,118296
Yes,79092,7012,117961,118225,120050,118777,120316,308574,118779
Yes,28294,18213,117961,118386,125016,118451,126309,118453,118454
Yes,5372,3770,117961,118343,118395,120647,311441,118398,120649
Yes,76888,4707,117961,118300,121108,119928,150810,118331,119929
Yes,39007,79111,117961,118343,119945,119928,231633,118331,119929
Yes,18063,15824,117961,118225,120323,120591,120324,119095,120593
Yes,45325,2260,117961,118343,119598,120497,133686,118424,120499
Yes,15710,15383,117961,118343,127168,118396,300044,118398,118399
Yes,44806,139593,118212,118213,119781,119782,169177,119784,119785
Yes,4675,15646,117961,118343,119796,307024,311622,118331,118332
Yes,38392,92071,117929,117930,117884,117879,117886,19721,117880
No,80042,7012,117961,118225,120050,118777,279443,308574,118779
Yes,85387,32457,117961,118327,118320,118321,117906,290919,118322
No,41905,4743,119062,119091,120663,117905,117906,290919,117908
Yes,14662,56679,118079,118080,117878,117879,304519,19721,117880
No,15365,3197,117961,118386,120361,118321,117906,290919,118322
Yes,3853,52736,119596,119597,118911,120789,171744,118424,120791
Yes,74528,4013,117961,118300,118514,117905,117906,290919,117908
Yes,39418,15795,119062,119091,118042,118043,142221,270488,118046
Yes,35494,1011,117961,118225,119924,118784,121873,290919,118786
Yes,45143,15422,117961,118052,122392,130479,209981,119784,130481
Yes,73815,75709,118315,118463,118522,118784,121926,290919,118786
Yes,17308,17227,117961,118343,123476,118980,301534,118295,118982
Yes,21761,55941,117961,118327,122109,117905,117906,290919,117908
Yes,6977,7495,117961,118225,119924,117905,117906,290919,117908
Yes,23921,16673,119691,119692,120356,120069,280134,119695,120071
Yes,19949,19959,117961,118327,274241,118777,131444,308574,118779
Yes,80558,5409,117961,118343,119993,118321,240983,290919,118322
Yes,74555,4576,117961,118327,118391,117905,117906,290919,117908
