CustomerType,TypeofTravel,Class,Seatcomfort,DepartureArrivaltimeconvenient,Foodanddrink,Gatelocation,Baggagehandling,satisfaction
Loyal Customer,Business travel,Business,5,1,2,2,3,dissatisfied
Loyal Customer,Personal Travel,Eco,1,1,5,1,3,satisfied
disloyal Customer,Business travel,Eco,4,3,4,3,5,dissatisfied
Loyal Customer,Personal Travel,Eco Plus,2,5,2,2,5,dissatisfied
Loyal Customer,Business travel,Eco,0,0,0,4,1,satisfied
Loyal Customer,Personal Travel,Eco,3,2,4,4,4,dissatisfied
disloyal Customer,Business travel,Eco,3,4,2,4,4,dissatisfied
Loyal Customer,Personal Travel,Eco,4,4,2,4,4,dissatisfied
Loyal Customer,Personal Travel,Eco Plus,1,1,1,3,2,dissatisfied
Loyal Customer,Personal Travel,Eco,4,4,3,3,3,satisfied
Loyal Customer,Business travel,Business,3,3,1,3,1,satisfied
Loyal Customer,Personal Travel,Eco,2,4,4,3,5,dissatisfied
disloyal Customer,Business travel,Eco,2,4,1,3,3,dissatisfied
Loyal Customer,Personal Travel,Eco Plus,0,5,0,2,4,satisfied
Loyal Customer,Business travel,Eco,1,3,5,3,4,dissatisfied
Loyal Customer,Personal Travel,Eco,4,0,3,3,5,dissatisfied
Loyal Customer,Personal Travel,Eco,5,5,4,5,3,satisfied
disloyal Customer,Business travel,Eco Plus,2,4,2,3,4,dissatisfied
disloyal Customer,Business travel,Eco,0,0,0,2,5,satisfied
disloyal Customer,Business travel,Business,5,0,5,1,5,satisfied
Loyal Customer,Business travel,Business,1,4,5,4,1,dissatisfied
Loyal Customer,Business travel,Eco Plus,5,2,5,5,2,satisfied
Loyal Customer,Personal Travel,Eco Plus,2,5,3,2,4,dissatisfied
disloyal Customer,Business travel,Eco Plus,5,5,5,2,3,satisfied
Loyal Customer,Business travel,Business,2,2,5,5,2,dissatisfied
Loyal Customer,Personal Travel,Eco,4,5,3,4,5,dissatisfied
Loyal Customer,Business travel,Business,0,5,0,3,3,satisfied
Loyal Customer,Business travel,Business,3,5,4,4,3,dissatisfied
disloyal Customer,Business travel,Eco,1,2,2,3,4,dissatisfied
Loyal Customer,Business travel,Eco Plus,5,3,5,3,5,satisfied
Loyal Customer,Business travel,Business,2,4,1,4,4,dissatisfied
disloyal Customer,Business travel,Eco,4,0,3,5,4,satisfied
disloyal Customer,Business travel,Business,1,0,1,2,4,dissatisfied
disloyal Customer,Business travel,Business,3,4,3,1,4,dissatisfied
Loyal Customer,Personal Travel,Eco,4,5,3,2,4,dissatisfied
Loyal Customer,Personal Travel,Eco,2,3,1,4,5,dissatisfied
Loyal Customer,Personal Travel,Business,1,4,1,3,4,dissatisfied
disloyal Customer,Business travel,Eco,1,5,1,3,4,dissatisfied
Loyal Customer,Personal Travel,Eco,1,5,2,4,2,dissatisfied
Loyal Customer,Business travel,Business,0,4,1,5,2,satisfied
Loyal Customer,Business travel,Eco,5,5,4,4,3,satisfied
disloyal Customer,Business travel,Business,2,5,2,4,5,dissatisfied
Loyal Customer,Personal Travel,Eco Plus,3,5,4,2,4,dissatisfied
disloyal Customer,Business travel,Business,5,4,5,5,5,satisfied
Loyal Customer,Business travel,Eco Plus,2,5,3,5,3,dissatisfied
Loyal Customer,Personal Travel,Eco,2,1,2,2,4,satisfied
Loyal Customer,Personal Travel,Eco Plus,2,3,2,3,2,dissatisfied
Loyal Customer,Business travel,Eco Plus,2,1,3,3,3,dissatisfied
disloyal Customer,Business travel,Eco,3,0,4,3,2,dissatisfied
Loyal Customer,Personal Travel,Eco Plus,2,5,2,4,1,dissatisfied
Loyal Customer,Business travel,Eco,5,5,4,5,5,satisfied
disloyal Customer,Business travel,Eco,3,0,4,1,4,dissatisfied
disloyal Customer,Business travel,Eco,2,1,3,3,4,dissatisfied
disloyal Customer,Business travel,Business,0,3,0,1,4,satisfied
Loyal Customer,Personal Travel,Eco Plus,2,5,2,5,4,dissatisfied
Loyal Customer,Personal Travel,Eco Plus,3,4,4,4,3,dissatisfied
disloyal Customer,Business travel,Business,1,5,1,2,4,dissatisfied
Loyal Customer,Personal Travel,Eco,1,5,1,3,1,dissatisfied
disloyal Customer,Business travel,Eco,0,4,0,2,5,satisfied
disloyal Customer,Business travel,Eco,3,4,4,1,2,dissatisfied
Loyal Customer,Personal Travel,Business,2,3,2,3,3,dissatisfied
Loyal Customer,Personal Travel,Eco Plus,1,2,2,3,3,dissatisfied
Loyal Customer,Personal Travel,Eco Plus,4,5,4,1,2,satisfied
disloyal Customer,Business travel,Business,0,0,0,3,3,satisfied
Loyal Customer,Personal Travel,Eco,2,5,0,4,5,dissatisfied
Loyal Customer,Business travel,Eco,4,3,2,3,4,dissatisfied
Loyal Customer,Personal Travel,Eco,1,5,0,2,4,dissatisfied
disloyal Customer,Business travel,Eco,2,5,3,3,3,dissatisfied
Loyal Customer,Personal Travel,Eco,2,3,2,3,5,dissatisfied
Loyal Customer,Business travel,Eco,1,4,2,2,1,dissatisfied
disloyal Customer,Business travel,Eco,4,5,4,5,5,dissatisfied
Loyal Customer,Business travel,Business,3,1,5,5,3,dissatisfied
Loyal Customer,Personal Travel,Eco,2,4,0,1,3,dissatisfied
Loyal Customer,Personal Travel,Eco,0,5,1,4,5,satisfied
Loyal Customer,Business travel,Eco Plus,1,1,1,1,1,dissatisfied
Loyal Customer,Personal Travel,Eco Plus,4,3,4,3,2,satisfied
disloyal Customer,Business travel,Eco,4,3,3,4,1,satisfied
disloyal Customer,Business travel,Business,1,1,1,5,3,dissatisfied
Loyal Customer,Personal Travel,Eco,2,3,2,2,2,dissatisfied
disloyal Customer,Business travel,Eco,2,0,2,2,1,dissatisfied
Loyal Customer,Personal Travel,Business,4,4,3,4,2,satisfied
disloyal Customer,Business travel,Business,0,0,0,1,3,satisfied
disloyal Customer,Business travel,Business,3,4,3,1,5,dissatisfied
Loyal Customer,Personal Travel,Eco Plus,1,4,1,4,3,dissatisfied
Loyal Customer,Business travel,Business,5,1,5,5,3,satisfied
Loyal Customer,Business travel,Eco,3,5,2,5,3,dissatisfied
Loyal Customer,Business travel,Business,4,1,5,5,2,dissatisfied
Loyal Customer,Personal Travel,Eco,5,3,5,4,4,satisfied
Loyal Customer,Personal Travel,Business,1,4,1,3,2,dissatisfied
Loyal Customer,Business travel,Eco Plus,5,5,5,5,2,satisfied
Loyal Customer,Personal Travel,Eco Plus,5,4,5,4,4,satisfied
Loyal Customer,Personal Travel,Eco,2,3,2,5,1,dissatisfied
disloyal Customer,Business travel,Eco Plus,2,3,2,2,1,dissatisfied
Loyal Customer,Business travel,Eco,4,1,2,2,3,dissatisfied
Loyal Customer,Business travel,Eco,4,2,1,1,4,satisfied
disloyal Customer,Business travel,Eco,3,1,2,2,3,dissatisfied
Loyal Customer,Personal Travel,Business,1,4,1,1,5,dissatisfied
Loyal Customer,Personal Travel,Eco,0,2,0,4,5,satisfied
Loyal Customer,Personal Travel,Business,1,2,1,3,3,dissatisfied
Loyal Customer,Personal Travel,Eco,5,1,5,4,1,satisfied
Loyal Customer,Personal Travel,Eco,1,5,1,5,3,dissatisfied
Loyal Customer,Personal Travel,Eco,0,5,0,4,4,satisfied
Loyal Customer,Personal Travel,Eco,0,0,0,1,1,satisfied
Loyal Customer,Personal Travel,Eco Plus,1,3,1,5,1,dissatisfied
Loyal Customer,Business travel,Business,1,5,3,5,1,dissatisfied
Loyal Customer,Personal Travel,Eco Plus,4,4,5,4,4,satisfied
Loyal Customer,Business travel,Eco,5,4,2,4,4,satisfied
disloyal Customer,Business travel,Eco,2,3,2,1,4,dissatisfied
Loyal Customer,Personal Travel,Eco,2,5,3,3,1,dissatisfied
Loyal Customer,Business travel,Business,2,2,4,2,2,dissatisfied
Loyal Customer,Personal Travel,Eco,1,1,1,3,2,dissatisfied
Loyal Customer,Personal Travel,Eco,3,4,5,2,5,dissatisfied
Loyal Customer,Personal Travel,Eco Plus,4,1,4,3,2,dissatisfied
disloyal Customer,Business travel,Eco,4,1,3,4,3,dissatisfied
Loyal Customer,Personal Travel,Eco Plus,4,5,4,5,5,dissatisfied
Loyal Customer,Personal Travel,Eco,2,4,0,3,3,dissatisfied
Loyal Customer,Business travel,Business,2,1,4,1,3,dissatisfied
Loyal Customer,Business travel,Business,0,5,0,5,1,satisfied
disloyal Customer,Business travel,Eco Plus,3,2,2,3,4,dissatisfied
Loyal Customer,Business travel,Eco Plus,5,2,2,2,1,satisfied
Loyal Customer,Business travel,Eco Plus,1,4,5,5,3,dissatisfied
Loyal Customer,Personal Travel,Eco,2,5,3,1,2,dissatisfied
Loyal Customer,Business travel,Business,1,2,5,2,3,dissatisfied
Loyal Customer,Business travel,Eco,5,3,4,4,3,satisfied
Loyal Customer,Personal Travel,Eco Plus,3,4,5,2,5,dissatisfied
disloyal Customer,Business travel,Eco,4,1,4,2,4,satisfied
Loyal Customer,Personal Travel,Eco Plus,5,5,3,5,3,satisfied
Loyal Customer,Business travel,Eco Plus,4,4,3,4,4,satisfied
Loyal Customer,Personal Travel,Business,3,3,2,3,2,satisfied
Loyal Customer,Personal Travel,Eco,5,1,1,1,1,satisfied
Loyal Customer,Personal Travel,Eco Plus,5,3,5,1,3,satisfied
Loyal Customer,Personal Travel,Eco,2,1,2,1,1,dissatisfied
disloyal Customer,Business travel,Eco,4,4,4,5,4,dissatisfied
disloyal Customer,Business travel,Business,1,4,2,4,5,dissatisfied
disloyal Customer,Business travel,Eco,1,0,0,1,3,dissatisfied
Loyal Customer,Business travel,Eco,4,5,3,3,4,satisfied
disloyal Customer,Business travel,Business,1,4,1,3,4,dissatisfied
Loyal Customer,Personal Travel,Eco,2,2,3,2,4,satisfied
Loyal Customer,Business travel,Eco Plus,1,3,2,3,4,dissatisfied
disloyal Customer,Business travel,Eco,3,4,3,2,3,dissatisfied
Loyal Customer,Business travel,Business,0,5,0,1,1,satisfied
Loyal Customer,Personal Travel,Eco,5,4,2,4,4,satisfied
Loyal Customer,Personal Travel,Eco,4,1,4,4,1,dissatisfied
Loyal Customer,Business travel,Eco,2,4,3,4,3,dissatisfied
disloyal Customer,Business travel,Eco,3,4,4,3,1,dissatisfied
Loyal Customer,Business travel,Business,3,1,4,1,3,dissatisfied
Loyal Customer,Business travel,Business,2,4,5,5,3,dissatisfied
Loyal Customer,Personal Travel,Eco,2,0,5,2,5,dissatisfied
Loyal Customer,Business travel,Business,4,5,3,5,4,dissatisfied
Loyal Customer,Business travel,Eco Plus,2,3,1,3,4,dissatisfied
Loyal Customer,Personal Travel,Business,0,4,0,3,2,satisfied
Loyal Customer,Personal Travel,Eco Plus,4,1,4,3,3,dissatisfied
disloyal Customer,Business travel,Eco,3,0,3,2,3,dissatisfied
Loyal Customer,Personal Travel,Eco Plus,5,5,5,5,1,satisfied
disloyal Customer,Personal Travel,Eco,2,4,2,2,5,dissatisfied
disloyal Customer,Business travel,Eco,5,0,5,2,5,satisfied
Loyal Customer,Business travel,Eco,2,1,4,4,2,dissatisfied
Loyal Customer,Personal Travel,Business,5,4,5,4,4,satisfied
Loyal Customer,Personal Travel,Eco,0,2,0,3,2,satisfied
Loyal Customer,Personal Travel,Eco Plus,3,4,4,3,5,dissatisfied
disloyal Customer,Business travel,Business,1,1,1,3,2,dissatisfied
Loyal Customer,Personal Travel,Eco Plus,1,3,1,3,5,dissatisfied
disloyal Customer,Business travel,Eco,5,2,5,1,5,satisfied
Loyal Customer,Business travel,Business,0,1,1,3,4,satisfied
Loyal Customer,Business travel,Eco Plus,5,1,1,1,1,satisfied
Loyal Customer,Business travel,Eco,3,2,1,2,1,dissatisfied
Loyal Customer,Personal Travel,Eco,4,1,3,1,2,satisfied
Loyal Customer,Personal Travel,Business,2,4,2,3,4,dissatisfied
Loyal Customer,Business travel,Business,3,1,3,1,3,dissatisfied
disloyal Customer,Business travel,Eco Plus,3,4,3,4,3,dissatisfied
Loyal Customer,Business travel,Eco,2,3,2,3,3,dissatisfied
Loyal Customer,Personal Travel,Eco,0,4,0,5,4,satisfied
disloyal Customer,Business travel,Eco,1,0,2,1,3,dissatisfied
disloyal Customer,Business travel,Business,5,4,5,1,5,satisfied
Loyal Customer,Personal Travel,Eco,2,4,1,1,3,dissatisfied
Loyal Customer,Personal Travel,Eco,2,3,2,5,5,dissatisfied
Loyal Customer,Personal Travel,Eco Plus,5,3,3,3,3,satisfied
Loyal Customer,Business travel,Eco,3,5,4,5,4,dissatisfied
Loyal Customer,Business travel,Eco Plus,3,3,4,3,3,dissatisfied
disloyal Customer,Business travel,Business,3,5,3,5,4,dissatisfied
Loyal Customer,Personal Travel,Eco,4,1,4,2,5,dissatisfied
disloyal Customer,Business travel,Business,4,0,5,3,4,satisfied
Loyal Customer,Personal Travel,Eco,0,4,0,1,4,satisfied
Loyal Customer,Business travel,Eco Plus,0,0,0,2,2,satisfied
Loyal Customer,Personal Travel,Eco,4,3,4,1,2,dissatisfied
Loyal Customer,Personal Travel,Eco,2,4,2,3,1,dissatisfied
disloyal Customer,Business travel,Eco,1,0,1,2,3,dissatisfied
disloyal Customer,Business travel,Eco,4,0,4,3,2,dissatisfied
disloyal Customer,Business travel,Eco,5,3,5,5,4,satisfied
disloyal Customer,Personal Travel,Eco,1,2,1,3,4,dissatisfied
disloyal Customer,Business travel,Eco,2,1,1,1,2,dissatisfied
disloyal Customer,Business travel,Eco,4,5,4,1,3,dissatisfied
Loyal Customer,Personal Travel,Eco,2,5,4,5,5,dissatisfied
disloyal Customer,Business travel,Eco,2,1,1,2,5,dissatisfied
disloyal Customer,Business travel,Eco,4,3,4,3,4,dissatisfied
Loyal Customer,Personal Travel,Eco,1,4,0,5,4,dissatisfied
Loyal Customer,Personal Travel,Eco Plus,3,4,3,4,5,dissatisfied
Loyal Customer,Personal Travel,Eco Plus,1,4,1,1,4,dissatisfied
Loyal Customer,Personal Travel,Business,2,4,2,4,1,dissatisfied
disloyal Customer,Business travel,Business,1,0,1,5,5,dissatisfied
Loyal Customer,Personal Travel,Business,5,5,5,5,3,satisfied
disloyal Customer,Business travel,Business,4,3,3,3,4,satisfied
disloyal Customer,Business travel,Eco Plus,1,1,1,3,3,dissatisfied
disloyal Customer,Business travel,Business,5,5,5,5,4,satisfied
disloyal Customer,Business travel,Eco,4,4,4,2,1,satisfied
Loyal Customer,Business travel,Business,0,5,0,5,4,satisfied
Loyal Customer,Business travel,Eco,4,3,1,3,1,satisfied
Loyal Customer,Business travel,Business,2,4,5,4,1,dissatisfied
Loyal Customer,Personal Travel,Business,3,2,4,2,3,dissatisfied
Loyal Customer,Personal Travel,Eco,1,4,2,1,5,dissatisfied
Loyal Customer,Business travel,Business,1,0,0,3,5,dissatisfied
disloyal Customer,Business travel,Business,3,1,3,3,2,dissatisfied
disloyal Customer,Business travel,Eco,1,0,1,5,4,dissatisfied
Loyal Customer,Personal Travel,Eco,1,4,3,1,5,dissatisfied
Loyal Customer,Personal Travel,Eco Plus,1,3,0,3,2,dissatisfied
Loyal Customer,Business travel,Eco,5,2,1,2,2,satisfied
Loyal Customer,Personal Travel,Eco,3,1,2,3,3,dissatisfied
Loyal Customer,Business travel,Eco,0,4,0,1,2,satisfied
disloyal Customer,Business travel,Business,2,1,1,1,4,dissatisfied
Loyal Customer,Business travel,Business,0,5,0,3,5,satisfied
Loyal Customer,Personal Travel,Eco,4,2,0,4,1,dissatisfied
Loyal Customer,Business travel,Eco Plus,2,4,5,5,4,dissatisfied
Loyal Customer,Personal Travel,Eco Plus,0,0,0,4,2,satisfied
disloyal Customer,Business travel,Eco,4,5,4,4,4,dissatisfied
disloyal Customer,Business travel,Eco,1,1,1,2,3,dissatisfied
disloyal Customer,Business travel,Eco,5,2,5,2,3,satisfied
Loyal Customer,Personal Travel,Eco,1,4,2,2,3,dissatisfied
disloyal Customer,Business travel,Eco Plus,1,4,1,4,2,dissatisfied
disloyal Customer,Business travel,Eco Plus,1,2,2,3,4,dissatisfied
Loyal Customer,Personal Travel,Business,1,4,1,2,4,dissatisfied
Loyal Customer,Personal Travel,Eco Plus,4,4,4,2,4,dissatisfied
Loyal Customer,Business travel,Business,4,2,1,2,3,dissatisfied
Loyal Customer,Business travel,Business,4,2,2,2,2,dissatisfied
disloyal Customer,Business travel,Business,2,1,1,3,4,dissatisfied
disloyal Customer,Business travel,Business,4,5,3,4,4,satisfied
Loyal Customer,Business travel,Business,1,3,2,3,3,dissatisfied
disloyal Customer,Business travel,Business,1,0,0,4,5,dissatisfied
Loyal Customer,Personal Travel,Eco,2,2,4,2,3,satisfied
disloyal Customer,Business travel,Eco,3,0,3,5,4,dissatisfied
disloyal Customer,Business travel,Eco,1,0,1,2,4,dissatisfied
Loyal Customer,Business travel,Business,3,2,5,5,3,dissatisfied
Loyal Customer,Business travel,Eco,0,0,0,1,4,satisfied
disloyal Customer,Business travel,Eco Plus,2,3,3,4,4,dissatisfied
Loyal Customer,Business travel,Eco,2,3,3,3,5,satisfied
disloyal Customer,Business travel,Eco,1,2,1,1,2,dissatisfied
Loyal Customer,Personal Travel,Eco Plus,4,4,4,4,1,satisfied
Loyal Customer,Personal Travel,Eco,3,2,3,1,1,dissatisfied
Loyal Customer,Business travel,Business,2,1,2,1,3,dissatisfied
Loyal Customer,Personal Travel,Eco,4,5,1,1,1,dissatisfied
disloyal Customer,Business travel,Eco,1,3,1,3,4,dissatisfied
disloyal Customer,Personal Travel,Eco,3,4,3,3,3,dissatisfied
Loyal Customer,Personal Travel,Business,0,0,0,2,2,satisfied
disloyal Customer,Business travel,Business,3,2,2,4,4,dissatisfied
Loyal Customer,Personal Travel,Eco Plus,5,5,4,3,5,satisfied
disloyal Customer,Business travel,Eco,2,0,2,4,4,dissatisfied
Loyal Customer,Business travel,Eco,1,3,4,4,2,dissatisfied
disloyal Customer,Business travel,Business,5,3,4,1,5,satisfied
Loyal Customer,Personal Travel,Eco,1,0,2,3,5,dissatisfied
Loyal Customer,Personal Travel,Eco,3,4,2,2,5,dissatisfied
Loyal Customer,Personal Travel,Eco Plus,1,5,1,2,5,dissatisfied
Loyal Customer,Personal Travel,Eco Plus,1,3,1,3,3,dissatisfied
disloyal Customer,Business travel,Eco,4,0,4,2,1,satisfied
Loyal Customer,Business travel,Business,4,5,4,4,1,satisfied
Loyal Customer,Personal Travel,Eco,5,2,1,2,5,satisfied
disloyal Customer,Business travel,Business,1,0,1,3,5,dissatisfied
Loyal Customer,Personal Travel,Eco,1,3,1,2,5,dissatisfied
disloyal Customer,Business travel,Eco,4,5,5,4,5,satisfied
disloyal Customer,Business travel,Eco,3,4,3,1,4,dissatisfied
disloyal Customer,Business travel,Business,3,5,3,2,4,dissatisfied
Loyal Customer,Business travel,Eco,0,4,0,4,5,satisfied
disloyal Customer,Business travel,Business,4,4,4,5,2,satisfied
Loyal Customer,Personal Travel,Eco,4,3,4,1,1,dissatisfied
Loyal Customer,Business travel,Business,3,4,1,4,3,dissatisfied
Loyal Customer,Personal Travel,Eco,5,2,2,2,3,satisfied
disloyal Customer,Business travel,Eco Plus,3,2,2,3,3,dissatisfied
disloyal Customer,Business travel,Business,0,4,0,1,5,satisfied
Loyal Customer,Personal Travel,Eco,1,1,0,2,2,dissatisfied
disloyal Customer,Business travel,Business,4,3,4,1,4,satisfied
disloyal Customer,Business travel,Business,3,4,3,2,5,dissatisfied
Loyal Customer,Business travel,Business,2,4,5,5,4,dissatisfied
Loyal Customer,Business travel,Eco,3,3,5,3,1,satisfied
disloyal Customer,Business travel,Eco,2,1,1,4,1,dissatisfied
Loyal Customer,Personal Travel,Eco,5,4,0,4,1,satisfied
disloyal Customer,Business travel,Eco Plus,4,2,4,1,2,dissatisfied
disloyal Customer,Business travel,Business,0,5,0,3,5,satisfied
Loyal Customer,Personal Travel,Eco,0,2,0,4,3,satisfied
Loyal Customer,Personal Travel,Business,1,1,1,2,1,dissatisfied
Loyal Customer,Business travel,Eco,3,4,5,5,3,dissatisfied
Loyal Customer,Personal Travel,Eco Plus,2,5,3,2,5,dissatisfied
Loyal Customer,Personal Travel,Eco,3,5,2,2,3,dissatisfied
disloyal Customer,Business travel,Business,1,2,2,3,4,dissatisfied
Loyal Customer,Personal Travel,Eco,5,5,5,2,3,satisfied
disloyal Customer,Business travel,Eco,4,4,4,1,1,dissatisfied
Loyal Customer,Business travel,Eco,2,5,2,2,3,dissatisfied
disloyal Customer,Business travel,Eco,1,4,2,3,3,dissatisfied
Loyal Customer,Personal Travel,Eco,3,1,2,2,1,dissatisfied
disloyal Customer,Business travel,Eco Plus,3,3,3,3,1,dissatisfied
Loyal Customer,Personal Travel,Eco Plus,2,5,3,5,5,dissatisfied
Loyal Customer,Personal Travel,Eco,2,2,3,3,4,dissatisfied
disloyal Customer,Business travel,Eco,3,4,4,3,5,dissatisfied
disloyal Customer,Business travel,Business,2,1,2,2,3,dissatisfied
disloyal Customer,Business travel,Business,3,2,2,1,5,dissatisfied
disloyal Customer,Business travel,Eco,3,5,3,3,4,dissatisfied
Loyal Customer,Business travel,Business,3,1,1,1,1,dissatisfied
disloyal Customer,Business travel,Eco,5,5,5,3,2,satisfied
Loyal Customer,Business travel,Business,5,5,1,5,2,satisfied
Loyal Customer,Personal Travel,Eco,1,5,4,2,4,dissatisfied
Loyal Customer,Business travel,Eco Plus,3,3,3,3,1,satisfied
Loyal Customer,Personal Travel,Eco,1,4,2,3,5,dissatisfied
disloyal Customer,Business travel,Eco Plus,0,3,0,5,1,satisfied
Loyal Customer,Business travel,Eco,2,2,5,5,3,satisfied
Loyal Customer,Personal Travel,Eco,4,2,5,2,3,satisfied
Loyal Customer,Business travel,Eco,2,3,2,3,2,dissatisfied
Loyal Customer,Business travel,Eco,5,2,4,4,3,satisfied
Loyal Customer,Personal Travel,Business,3,0,3,3,1,dissatisfied
Loyal Customer,Business travel,Business,4,4,1,4,3,satisfied
disloyal Customer,Business travel,Eco Plus,3,3,3,1,5,dissatisfied
Loyal Customer,Personal Travel,Eco,1,4,0,1,4,dissatisfied
Loyal Customer,Personal Travel,Eco Plus,2,5,1,5,4,dissatisfied
Loyal Customer,Personal Travel,Eco,3,1,3,1,1,dissatisfied
disloyal Customer,Business travel,Eco,3,0,3,3,5,dissatisfied
disloyal Customer,Business travel,Eco,2,5,2,5,5,dissatisfied
disloyal Customer,Business travel,Eco,3,5,3,5,3,dissatisfied
Loyal Customer,Business travel,Eco,1,5,2,5,4,dissatisfied
disloyal Customer,Business travel,Eco,1,0,1,2,5,dissatisfied
Loyal Customer,Personal Travel,Business,1,3,1,3,3,dissatisfied
Loyal Customer,Personal Travel,Eco,3,0,3,5,4,dissatisfied
Loyal Customer,Business travel,Eco Plus,2,5,4,5,3,dissatisfied
Loyal Customer,Personal Travel,Business,3,4,3,3,3,dissatisfied
Loyal Customer,Personal Travel,Eco,4,4,0,1,5,satisfied
Loyal Customer,Personal Travel,Eco Plus,2,4,1,3,3,dissatisfied
Loyal Customer,Business travel,Eco Plus,4,2,1,2,3,satisfied
Loyal Customer,Business travel,Business,4,3,4,4,3,satisfied
disloyal Customer,Business travel,Eco,3,2,2,3,1,dissatisfied
Loyal Customer,Business travel,Business,0,1,1,2,4,satisfied
Loyal Customer,Business travel,Eco,5,3,4,4,5,satisfied
Loyal Customer,Business travel,Eco Plus,5,1,4,1,2,satisfied
Loyal Customer,Business travel,Business,2,5,5,5,5,satisfied
Loyal Customer,Business travel,Eco,3,4,2,4,2,dissatisfied
Loyal Customer,Business travel,Eco,4,4,1,1,4,satisfied
disloyal Customer,Business travel,Eco,5,4,4,3,3,satisfied
Loyal Customer,Personal Travel,Eco,1,2,1,3,2,dissatisfied
Loyal Customer,Personal Travel,Eco Plus,4,3,4,2,4,dissatisfied
disloyal Customer,Business travel,Business,4,4,4,3,1,dissatisfied
Loyal Customer,Business travel,Eco Plus,2,5,3,3,2,dissatisfied
